,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_balance,param_balance_2,param_classifier,param_feature_selection_all,param_to_dense,param_transformer__categorical__encoding,param_transformer__categorical__feature_selection,param_transformer__categorical__imputation,param_transformer__numerical__feature_selection,param_transformer__numerical__imputation,param_transformer__numerical__scaling,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,2.8489538431167603,0.03702765649293152,0.07028156518936157,0.017701900043978713,passthrough,passthrough,LogisticRegression(),passthrough,passthrough,passthrough,passthrough,SimpleImputer(strategy='most_frequent'),passthrough,SimpleImputer(),StandardScaler(),"{'balance': 'passthrough', 'balance_2': 'passthrough', 'classifier': LogisticRegression(), 'feature_selection_all': 'passthrough', 'to_dense': 'passthrough', 'transformer__categorical__encoding': 'passthrough', 'transformer__categorical__feature_selection': 'passthrough', 'transformer__categorical__imputation': SimpleImputer(strategy='most_frequent'), 'transformer__numerical__feature_selection': 'passthrough', 'transformer__numerical__imputation': SimpleImputer(), 'transformer__numerical__scaling': StandardScaler()}",0.6678200692041523,0.6741113557722554,0.6680302076777846,0.6557583385777219,0.6664299928079785,0.006659214312061649,1
